==1635== NVPROF is profiling process 1635, command: ./mbnet
==1635== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==1635== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==1635== Profiling application: ./mbnet
==1635== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   74.73%  3.59145s     10004  359.00us  181.63us  408.16us  trt_maxwell_scudnn_128x32_relu_interior_nn_v1
                    9.32%  448.13ms     40195  11.148us     448ns  43.456us  [CUDA memcpy HtoD]
                    0.06%  2.6789ms        10  267.89us  263.42us  276.16us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=3, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.05%  2.4360ms         5  487.20us  476.90us  492.38us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=3, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.05%  2.4193ms        10  241.93us  227.20us  249.31us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=4, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.05%  2.3542ms         5  470.85us  462.72us  488.64us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=5, int=3, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.05%  2.2893ms         5  457.87us  429.34us  473.02us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=3, int=5, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.05%  2.2795ms         3  759.85us  756.73us  761.86us  void gemv2T_kernel_val<int, int, float2, float2, float2, int=128, int=16, int=2, int=2, bool=0, cublasGemvParams<cublasGemvTensorStridedBatched<float2 const >, cublasGemvTensorStridedBatched<float2>, float2>>(float2 const , float2, float2)
                    0.05%  2.2224ms         3  740.80us  731.90us  755.29us  void explicit_convolve_sgemm<float, int, int=128, int=6, int=7, int=3, int=3, int=5, int=0, bool=0>(int, int, int, float const *, int, float const *, int, float*, kernel_conv_params, __int64, int, __int64, int, float, float, int, float const *, float const *)
                    0.05%  2.2224ms         3  740.79us  735.10us  751.68us  void gemv2N_kernel<int, int, float2, float2, float2, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float2 const >, cublasGemvTensorStridedBatched<float2>, float2>>(float2 const )
                    0.05%  2.1843ms         5  436.86us  424.10us  460.86us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=2, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=2, int=1Type>)
                    0.04%  2.1351ms         5  427.01us  410.40us  449.22us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=5, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  2.1279ms         5  425.57us  417.47us  437.76us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=3, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  2.1002ms         5  420.04us  412.83us  440.03us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=4, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  2.0531ms         6  342.19us  337.47us  348.99us  void implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=0, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, bool, int, int)
                    0.04%  2.0489ms         5  409.77us  396.10us  428.26us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=2, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=6, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=2, int=1Type>)
                    0.04%  2.0115ms         5  402.31us  392.42us  422.72us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=3, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.9384ms         5  387.69us  383.71us  396.64us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.9118ms         5  382.37us  379.30us  386.34us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=5, int=2, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.9104ms         5  382.09us  378.43us  391.52us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=4, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.9085ms         5  381.70us  377.54us  388.64us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=2, int=4, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.8235ms         3  607.84us  602.08us  617.28us  trt_maxwell_scudnn_128x128_relu_large_nn_v1
                    0.04%  1.8133ms         3  604.43us  597.28us  617.34us  trt_maxwell_scudnn_128x128_relu_large_nn_v0
                    0.04%  1.8085ms         3  602.83us  597.44us  612.00us  trt_maxwell_scudnn_128x128_relu_medium_nn_v0
                    0.04%  1.8034ms         3  601.14us  596.83us  609.28us  trt_maxwell_scudnn_128x128_relu_medium_nn_v1
                    0.04%  1.7974ms         5  359.48us  349.60us  372.06us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=2, int=4, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.04%  1.7922ms         3  597.39us  591.52us  607.65us  trt_maxwell_scudnn_128x128_relu_small_nn_v0
                    0.04%  1.7756ms         3  591.88us  586.94us  599.10us  trt_maxwell_scudnn_128x128_relu_small_nn_v1
                    0.04%  1.7734ms         3  591.12us  586.02us  601.12us  trt_maxwell_scudnn_128x128_relu_interior_nn_v0
                    0.04%  1.7548ms         3  584.93us  579.39us  594.24us  trt_maxwell_scudnn_128x128_relu_interior_nn_v1
                    0.03%  1.4917ms         5  298.33us  293.38us  304.32us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=5, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.4745ms         5  294.89us  292.00us  302.72us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=3, int=4, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.4447ms         5  288.93us  279.68us  296.67us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=3, int=5, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.4392ms         5  287.84us  279.94us  301.50us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=3, int=4, int=1, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3587ms         5  271.74us  260.67us  280.64us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=6, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3578ms         5  271.56us  252.03us  284.80us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=5, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3527ms         5  270.55us  251.36us  289.15us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=6, int=5, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3466ms         5  269.32us  259.90us  286.88us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=6, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3027ms         5  260.54us  254.94us  267.78us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=4, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.3005ms         5  260.11us  249.98us  278.56us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=6, int=4, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.2958ms         4  323.96us  318.56us  337.92us  trt_maxwell_scudnn_128x64_relu_small_nn_v0
                    0.03%  1.2948ms         4  323.70us  308.96us  342.56us  trt_maxwell_scudnn_128x64_relu_small_nn_v1
                    0.03%  1.2924ms         5  258.48us  250.50us  283.42us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.2843ms         5  256.86us  248.80us  268.32us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=4, int=2, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.2694ms         4  317.36us  313.60us  326.18us  trt_maxwell_scudnn_128x64_relu_interior_nn_v0
                    0.03%  1.2674ms         4  316.85us  310.08us  329.95us  trt_maxwell_scudnn_128x64_relu_interior_nn_v1
                    0.03%  1.2506ms         5  250.12us  244.48us  257.44us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=4, int=8, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.2446ms         4  311.14us  301.28us  322.88us  trt_maxwell_scudnn_128x64_sliced1x2_ldg4_relu_exp_small_nhwc_tn_v1
                    0.03%  1.2334ms         4  308.36us  302.75us  319.36us  trt_maxwell_scudnn_128x64_sliced1x2_ldg4_relu_exp_interior_nhwc_tn_v1
                    0.03%  1.2284ms         5  245.69us  238.75us  262.75us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=5, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.03%  1.2042ms         5  240.84us  237.28us  248.19us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=4, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.02%  1.1867ms         3  395.57us  388.83us  408.61us  trt_maxwell_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1
                    0.02%  1.1849ms         3  394.95us  388.00us  408.22us  trt_maxwell_scudnn_128x32_sliced1x4_ldg4_relu_exp_interior_nhwc_tn_v1
                    0.02%  1.1677ms         5  233.55us  227.84us  249.34us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=6, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.02%  1.0151ms         3  338.38us  327.20us  350.40us  trt_maxwell_scudnn_128x64_relu_large_nn_v1
                    0.02%  1.0121ms         3  337.35us  332.38us  343.36us  trt_maxwell_scudnn_128x64_relu_large_nn_v0
                    0.02%  1.0102ms         3  336.73us  331.36us  346.82us  trt_maxwell_scudnn_128x64_relu_medium_nn_v1
                    0.02%  1.0022ms         3  334.08us  328.64us  342.91us  trt_maxwell_scudnn_128x64_relu_medium_nn_v0
                    0.02%  898.43us         3  299.48us  283.26us  307.74us  void fft2d_r2c_32x32<float, bool=0, unsigned int=5, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)
                    0.02%  894.43us         4  223.61us  217.44us  241.15us  trt_maxwell_scudnn_128x32_relu_large_nn_v1
                    0.02%  882.88us         3  294.29us  290.82us  296.64us  void fft2d_r2c_32x32<float, bool=0, unsigned int=5, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)
                    0.02%  862.11us         4  215.53us  208.00us  234.08us  trt_maxwell_scudnn_128x32_relu_medium_nn_v1
                    0.02%  854.24us         4  213.56us  206.53us  223.36us  trt_maxwell_scudnn_128x32_relu_large_nn_v0
                    0.02%  845.56us         4  211.39us  204.64us  221.12us  trt_maxwell_scudnn_128x32_relu_medium_nn_v0
                    0.02%  826.46us        15  55.097us  53.760us  56.480us  void op_generic_tensor_kernel<int=3, float, float, float, int=256, cudnnGenericOp_t=0, cudnnNanPropagation_t=0, int=0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)
                    0.02%  809.38us         4  202.34us  195.52us  209.60us  trt_maxwell_scudnn_128x32_relu_small_nn_v0
                    0.02%  801.47us         4  200.37us  193.79us  217.41us  trt_maxwell_scudnn_128x32_relu_small_nn_v1
                    0.02%  789.44us         8  98.679us  77.120us  124.19us  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<unsigned char=0, unsigned char=1, bool=0, unsigned int=4, float, float, CUTENSOR_NAMESPACE::GeneralUnarySmall<float>>, CUTENSOR_NAMESPACE::VectorRead2DTensorView<unsigned char=1, unsigned char=0, bool=0, unsigned int=4, float, float, CUTENSOR_NAMESPACE::GeneralUnarySmall<float>>, CUTENSOR_NAMESPACE::ThreadLevelElementwise<CUTENSOR_NAMESPACE::ElementwiseConfig2DCommonCase<CUTENSOR_NAMESPACE::GeneralUnarySmall<float>, CUTENSOR_NAMESPACE::GeneralBinary<float>, int=2, int=64, int=64, int=256, char=4, bool=0, bool=1, bool=1, bool=1, bool=0>, float>, CUTENSOR_NAMESPACE::ElementwiseRuntimePLC3<float, float, float, float>::Params>(unsigned int=4)
                    0.02%  765.22us         4  191.30us  185.79us  199.55us  trt_maxwell_scudnn_128x32_relu_interior_nn_v0
                    0.01%  589.34us         3  196.45us  193.12us  201.44us  void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensorStruct, float const *, cudnnTensorStruct*)
                    0.01%  245.02us         6  40.837us  38.080us  42.240us  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int)
                    0.00%  218.78us         6  36.463us  34.464us  37.856us  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)
                    0.00%  175.52us         4  43.879us  42.240us  48.799us  void genericReformat::copyPackedKernel<float, float, bool=0, bool=1, genericReformat::IdentityCoordMapper<int=4>, int=4>(unsigned int, unsigned int, void const *, genericReformat::ArrayN<genericReformat::IdentityCoordMapper<int=4>>, genericReformat::ArrayNWithReducedDivisors<genericReformat::IdentityCoordMapper<int=4>>, genericReformat::ArrayN, int, int, int, float const *, void*, genericReformat::ArrayN, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayN, int, int, int, float const , int=4)
                    0.00%  168.35us        29  5.8050us  5.3760us  6.0800us  void cask_trt::computeOffsetsKernel<bool=0, bool=0>(cask_trt::ComputeOffsetsParams)
                    0.00%  166.34us         4  41.584us  39.872us  46.432us  void genericReformat::copyPackedKernel<float, float, bool=1, bool=1, genericReformat::ArrayN<int=4>, int=4>(unsigned int, unsigned int, void const *, genericReformat::ArrayN<genericReformat::ArrayN<int=4>>, genericReformat::ArrayNWithReducedDivisors<genericReformat::ArrayN<int=4>>, void const *, int, int, int, float const *, void*, void const *, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayNWithReducedDivisors, void const *, int, int, int, float const , int=4)
                    0.00%  96.960us         3  32.320us  31.136us  33.280us  void flip_filter<float, float>(float*, float const *, int, int, int, int)
      API calls:   18.87%  14.4886s     30086  481.57us  3.0080us  9.6523ms  cudaStreamSynchronize
                   15.53%  11.9225s     50010  238.40us  28.288us  5.9186ms  cudaMemcpy
                    9.49%  7.28818s    260251  28.004us  1.2480us  1.23013s  cudaFree
                    9.21%  7.07223s     10003  707.01us  58.560us  1.8298ms  cudaFreeHost
                    9.00%  6.91288s     10003  691.08us  82.144us  1.9775ms  cudaHostAlloc
                    6.91%  5.30602s    140224  37.839us  13.344us  1.4138ms  cudaMalloc
                    5.55%  4.26279s     80026  53.267us  7.5200us  2.37773s  cudaMemGetInfo
                    3.91%  3.00023s     80025  37.491us  2.9440us  2.42758s  cudaStreamCreateWithFlags
                    3.24%  2.48811s     10417  238.85us  29.024us  1.84718s  cudaLaunchKernel
                    2.80%  2.15174s     20393  105.51us     864ns  1.2426ms  cudaMemcpyAsync
                    2.75%  2.10878s    810304  2.6020us     608ns  842.89us  cudaDeviceGetAttribute
                    2.04%  1.56518s       159  9.8439ms  8.2560us  180.84ms  cuModuleUnload
                    1.97%  1.51048s    480141  3.1450us  1.5680us  791.61us  cudaEventDestroy
                    1.78%  1.36328s    480138  2.8390us  1.4080us  1.0920ms  cudaEventCreateWithFlags
                    1.59%  1.21896s     30014  40.613us  26.944us  386.59us  cudaGetDeviceProperties
                    1.50%  1.15258s     40122  28.726us  13.760us  114.21ms  cudaMemsetAsync
                    1.22%  937.97ms    130038  7.2130us  3.4240us  1.0926ms  cudaStreamDestroy
                    1.17%  900.53ms     70021  12.860us  3.9040us  745.59us  cudaDeviceSynchronize
                    0.29%  225.67ms       349  646.63us  29.377us  6.5420ms  cudaEventSynchronize
                    0.27%  211.17ms     60026  3.5170us  1.2800us  707.43us  cudaGetDevice
                    0.22%  167.30ms     40012  4.1810us  2.8800us  672.83us  cudaStreamCreateWithPriority
                    0.19%  149.03ms     10001  14.901us  11.936us  131.97us  cudaStreamCreate
                    0.14%  110.54ms     10740  10.292us  1.6320us  1.3690ms  cudaEventRecord
                    0.14%  110.19ms     50748  2.1710us     416ns  676.76us  cudaGetLastError
                    0.08%  62.725ms     10003  6.2700us  3.7120us  168.96us  cudaHostGetDevicePointer
                    0.05%  40.982ms     30010  1.3650us     416ns  847.72us  cudaGetDeviceCount
                    0.03%  23.901ms     10003  2.3890us  1.7920us  70.688us  cudaDeviceGetStreamPriorityRange
                    0.02%  13.889ms     20008     694ns      64ns  693.77us  cudaRuntimeGetVersion
                    0.01%  10.167ms       349  29.131us  13.440us  217.35us  cudaStreamAddCallback
                    0.01%  7.3734ms     10004     737ns     480ns  57.215us  cudaDriverGetVersion
                    0.00%  2.5098ms       349  7.1910us  4.1280us  63.009us  cudaEventElapsedTime
                    0.00%  1.7213ms        44  39.121us  29.216us  134.98us  cudaCreateTextureObject
                    0.00%  647.59us       568  1.1400us     416ns  50.497us  cuDeviceGetAttribute
                    0.00%  579.27us        44  13.165us  11.296us  16.929us  cudaDestroyTextureObject
                    0.00%  164.16us        60  2.7360us  1.7920us  6.3040us  cudaStreamWaitEvent
                    0.00%  85.186us         6  14.197us  7.7120us  19.328us  cuDeviceTotalMem
                    0.00%  37.760us         3  12.586us  9.8240us  16.128us  cudaEventCreate
                    0.00%  31.520us        44     716ns     544ns  1.0560us  cudaCreateChannelDesc
                    0.00%  25.344us         5  5.0680us  3.5520us  6.4000us  cuInit
                    0.00%  15.232us         8  1.9040us  1.0560us  4.5120us  cuDeviceGetCount
                    0.00%  13.568us         5  2.7130us  1.4080us  5.2160us  cuDriverGetVersion
                    0.00%  12.864us         6  2.1440us  1.6320us  3.0080us  cuDeviceGetName
