==27726== NVPROF is profiling process 27726, command: ./mbnet
==27726== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==27726== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==27726== Profiling application: ./mbnet
==27726== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   50.83%  69.3554s     20068  3.4560ms  638.24us  5.9717ms  [CUDA memcpy DtoD]
                   46.75%  63.7808s     10003  6.3762ms  1.9262ms  8.9567ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
                    0.02%  20.729ms         5  4.1458ms  4.1306ms  4.1671ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=8, int=8, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  20.184ms         5  4.0369ms  3.9272ms  4.1399ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=4>, fused::KpqkPtrWriter<float, int=1, int=1, int=4>, float, float, int=2, int=5, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  18.667ms         5  3.7334ms  3.5450ms  4.0034ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=5, int=7, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  18.513ms         5  3.7026ms  3.6864ms  3.7192ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=2, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=8, int=8, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=2, int=1Type>)
                    0.01%  17.237ms         5  3.4474ms  3.4418ms  3.4606ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=8, int=7, int=4, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  17.216ms         3  5.7386ms  5.6904ms  5.8320ms  trt_maxwell_scudnn_128x32_relu_large_nn_v0
                    0.01%  17.026ms         5  3.4052ms  3.3856ms  3.4269ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=7, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  17.005ms         5  3.4010ms  3.3583ms  3.4215ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=5, int=7, int=4, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  16.998ms         3  5.6659ms  5.6568ms  5.6759ms  trt_maxwell_scudnn_128x32_relu_medium_nn_v0
                    0.01%  16.985ms         5  3.3970ms  3.3703ms  3.4411ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=5, int=7, int=4, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  16.941ms         5  3.3883ms  3.3469ms  3.4324ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=5, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  16.648ms         5  3.3296ms  3.3194ms  3.3489ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=7, int=8, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  16.480ms         5  3.2959ms  3.2843ms  3.3075ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=3, int=7, int=8, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  16.271ms         3  5.4235ms  5.4128ms  5.4359ms  trt_maxwell_scudnn_128x32_relu_small_nn_v0
                    0.01%  15.795ms         5  3.1590ms  2.7152ms  3.4837ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=4>, fused::KpqkPtrWriter<float, int=1, int=1, int=4>, float, float, int=4, int=5, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  15.783ms         5  3.1566ms  3.1436ms  3.1780ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=7, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  15.732ms         5  3.1464ms  3.1413ms  3.1566ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=7, int=4, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  15.568ms         5  3.1136ms  3.0870ms  3.1864ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=8, int=4, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  15.542ms         5  3.1084ms  3.0785ms  3.1490ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=8, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  15.307ms         3  5.1022ms  4.8565ms  5.2295ms  trt_maxwell_scudnn_128x32_relu_large_nn_v1
                    0.01%  14.887ms         5  2.9775ms  2.9346ms  3.0178ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=4>, fused::KpqkPtrWriter<float, int=1, int=1, int=4>, float, float, int=4, int=5, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  14.840ms         3  4.9467ms  4.6867ms  5.0839ms  trt_maxwell_scudnn_128x32_relu_medium_nn_v1
                    0.01%  14.801ms         5  2.9603ms  2.9534ms  2.9750ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=7, int=6, int=8, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  14.550ms         5  2.9101ms  2.8912ms  2.9296ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=7, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  14.268ms         3  4.7558ms  4.7435ms  4.7767ms  trt_maxwell_scudnn_128x32_relu_small_nn_v1
                    0.01%  14.211ms         5  2.8423ms  2.8264ms  2.8680ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=4>, fused::KpqkPtrWriter<float, int=1, int=1, int=4>, float, float, int=2, int=7, int=2, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  14.211ms         3  4.7369ms  4.7237ms  4.7531ms  void implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=0, bool=0, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, bool, int, int)
                    0.01%  14.032ms         5  2.8064ms  2.7846ms  2.8341ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=7, int=4, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  13.915ms         5  2.7831ms  2.7664ms  2.7914ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=7, int=3, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  13.796ms         5  2.7593ms  2.7317ms  2.7861ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=2>, fused::KpqkPtrWriter<float, int=1, int=1, int=2>, float, float, int=4, int=7, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                    0.01%  13.424ms         5  2.6849ms  2.6765ms  2.6955ms  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=2, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=7, int=1, int=3, int=3, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=2, int=1Type>)
                    0.01%  13.000ms         3  4.3334ms  4.3250ms  4.3405ms  trt_maxwell_scudnn_128x32_relu_interior_nn_v0
                    0.01%  12.788ms         3  4.2625ms  4.2378ms  4.3107ms  trt_maxwell_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1
                    0.01%  12.556ms         3  4.1855ms  4.1755ms  4.1999ms  trt_maxwell_scudnn_128x32_sliced1x4_ldg4_relu_exp_interior_nhwc_tn_v1
                    0.01%  12.348ms         3  4.1158ms  4.1050ms  4.1267ms  trt_maxwell_scudnn_128x64_relu_large_nn_v0
                    0.01%  12.318ms         3  4.1059ms  4.0944ms  4.1136ms  trt_maxwell_scudnn_128x64_relu_medium_nn_v0
                    0.01%  12.286ms         3  4.0952ms  4.0882ms  4.1077ms  trt_maxwell_scudnn_128x32_relu_interior_nn_v1
                    0.01%  11.889ms         3  3.9629ms  3.9557ms  3.9725ms  trt_maxwell_scudnn_128x64_relu_small_nn_v0
                    0.01%  11.701ms         3  3.9004ms  3.8930ms  3.9051ms  trt_maxwell_scudnn_128x64_relu_large_nn_v1
                    0.01%  11.634ms         3  3.8779ms  3.8605ms  3.8884ms  trt_maxwell_scudnn_128x64_relu_medium_nn_v1
                    0.01%  11.633ms         3  3.8775ms  3.8707ms  3.8839ms  trt_maxwell_scudnn_128x64_relu_interior_nn_v0
                    0.01%  11.337ms         3  3.7791ms  3.7695ms  3.7944ms  trt_maxwell_scudnn_128x64_relu_small_nn_v1
                    0.01%  11.234ms         3  3.7448ms  3.7371ms  3.7584ms  trt_maxwell_scudnn_128x128_relu_large_nn_v1
                    0.01%  11.116ms         3  3.7054ms  3.7003ms  3.7139ms  trt_maxwell_scudnn_128x128_relu_medium_nn_v0
                    0.01%  11.113ms         3  3.7042ms  3.7000ms  3.7117ms  trt_maxwell_scudnn_128x128_relu_medium_nn_v1
                    0.01%  11.094ms         3  3.6981ms  3.6929ms  3.7061ms  trt_maxwell_scudnn_128x128_relu_large_nn_v0
                    0.01%  10.996ms         3  3.6654ms  3.6571ms  3.6790ms  trt_maxwell_scudnn_128x64_relu_interior_nn_v1
                    0.01%  10.992ms         3  3.6641ms  3.6477ms  3.6778ms  trt_maxwell_scudnn_128x128_relu_small_nn_v0
                    0.01%  10.924ms         3  3.6415ms  3.6340ms  3.6563ms  trt_maxwell_scudnn_128x128_relu_small_nn_v1
                    0.01%  10.823ms         3  3.6077ms  3.6030ms  3.6146ms  trt_maxwell_scudnn_128x64_sliced1x2_ldg4_relu_exp_small_nhwc_tn_v1
                    0.01%  10.823ms         3  3.6076ms  3.6031ms  3.6163ms  trt_maxwell_scudnn_128x128_relu_interior_nn_v0
                    0.01%  10.797ms         3  3.5990ms  3.5935ms  3.6090ms  trt_maxwell_scudnn_128x64_sliced1x2_ldg4_relu_exp_interior_nhwc_tn_v1
                    0.01%  10.785ms         3  3.5950ms  3.5903ms  3.6042ms  trt_maxwell_scudnn_128x128_relu_interior_nn_v1
                    0.01%  9.0193ms         4  2.2548ms  2.2306ms  2.2702ms  void cask_trt::generateWinogradTilesKernel<int=0, cask_trt::Element<float>, cask_trt::Element<float>, cask_trt::Element<float>>(cask_trt::GenerateWinogradTilesParams)
                    0.01%  8.0076ms         3  2.6692ms  2.6492ms  2.7081ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
                    0.01%  7.9009ms         3  2.6336ms  2.6141ms  2.6616ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v1
                    0.01%  7.6007ms         3  2.5336ms  2.5178ms  2.5643ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v0
                    0.01%  7.1991ms         3  2.3997ms  2.3695ms  2.4481ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v0
                    0.00%  6.7490ms         3  2.2497ms  2.2063ms  2.2834ms  void cask_trt::generateWinogradTilesKernel<int=1, cask_trt::Element<float>, cask_trt::Element<float>, cask_trt::Element<float>>(cask_trt::GenerateWinogradTilesParams)
                    0.00%  6.0249ms         3  2.0083ms  1.9973ms  2.0283ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148m_nt_v1
                    0.00%  2.1193ms         7  302.76us  78.720us  617.57us  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<unsigned char=0, unsigned char=1, bool=0, unsigned int=4, float, float, CUTENSOR_NAMESPACE::GeneralUnarySmall<float>>, CUTENSOR_NAMESPACE::VectorRead2DTensorView<unsigned char=1, unsigned char=0, bool=0, unsigned int=4, float, float, CUTENSOR_NAMESPACE::GeneralUnarySmall<float>>, CUTENSOR_NAMESPACE::ThreadLevelElementwise<CUTENSOR_NAMESPACE::ElementwiseConfig2DCommonCase<CUTENSOR_NAMESPACE::GeneralUnarySmall<float>, CUTENSOR_NAMESPACE::GeneralBinary<float>, int=2, int=64, int=64, int=256, char=4, bool=0, bool=1, bool=1, bool=1, bool=0>, float>, CUTENSOR_NAMESPACE::ElementwiseRuntimePLC3<float, float, float, float>::Params>(unsigned int=4)
                    0.00%  1.9036ms         3  634.54us  630.02us  643.36us  void genericReformat::copyPackedKernel<float, float, bool=1, bool=1, genericReformat::ArrayN<int=4>, int=4>(unsigned int, unsigned int, void const *, genericReformat::ArrayN<genericReformat::ArrayN<int=4>>, genericReformat::ArrayNWithReducedDivisors<genericReformat::ArrayN<int=4>>, void const *, int, int, int, float const *, void*, void const *, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayNWithReducedDivisors, void const *, int, int, int, float const , int=4)
                    0.00%  295.01us         4  73.752us  72.545us  77.120us  void genericReformat::copyPackedKernel<float, float, bool=0, bool=1, genericReformat::IdentityCoordMapper<int=4>, int=4>(unsigned int, unsigned int, void const *, genericReformat::ArrayN<genericReformat::IdentityCoordMapper<int=4>>, genericReformat::ArrayNWithReducedDivisors<genericReformat::IdentityCoordMapper<int=4>>, genericReformat::ArrayN, int, int, int, float const *, void*, genericReformat::ArrayN, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayNWithReducedDivisors, genericReformat::ArrayN, int, int, int, float const , int=4)
                    0.00%  194.08us         3  64.693us  64.160us  65.761us  void op_generic_tensor_kernel<int=3, float, float, float, int=256, cudnnGenericOp_t=0, cudnnNanPropagation_t=0, int=0>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, cudnnTensorStruct, float const *, float, float, float, cudnnActivationStruct, reducedDivisorArray, int)
                    0.00%  132.23us        28  4.7220us  4.4800us  4.9600us  void cask_trt::computeOffsetsKernel<bool=0, bool=0>(cask_trt::ComputeOffsetsParams)
      API calls:   58.87%  138.397s     30086  4.6000ms  5.3440us  12.756ms  cudaStreamSynchronize
                    9.68%  22.7554s    260250  87.436us  1.3120us  1.53893s  cudaFree
                    8.42%  19.8016s    140223  141.21us  13.472us  9.0263ms  cudaMalloc
                    5.48%  12.8907s     50010  257.76us  29.120us  114.61ms  cudaMemcpy
                    3.15%  7.39672s     10003  739.45us  83.744us  2.0367ms  cudaHostAlloc
                    2.22%  5.21044s     80026  65.109us  8.2560us  2.87425s  cudaMemGetInfo
                    1.90%  4.47102s     10003  446.97us  48.672us  4.4225ms  cudaFreeHost
                    1.69%  3.97481s     80025  49.669us  3.1680us  3.31911s  cudaStreamCreateWithFlags
                    1.47%  3.46294s     20401  169.74us     864ns  11.434ms  cudaMemcpyAsync
                    1.05%  2.47209s     10367  238.46us  32.288us  1.79654s  cudaLaunchKernel
                    0.96%  2.25443s    810304  2.7820us     608ns  1.8467ms  cudaDeviceGetAttribute
                    0.70%  1.65045s    480138  3.4370us  1.4400us  2.2835ms  cudaEventDestroy
                    0.69%  1.61205s       159  10.139ms  8.8320us  217.15ms  cuModuleUnload
                    0.63%  1.48499s       329  4.5136ms  152.58us  19.508ms  cudaEventSynchronize
                    0.58%  1.36629s    480138  2.8450us  1.4720us  2.5236ms  cudaEventCreateWithFlags
                    0.57%  1.34324s     30014  44.753us  28.320us  410.15us  cudaGetDeviceProperties
                    0.57%  1.33796s    130038  10.288us  3.6160us  3.3393ms  cudaStreamDestroy
                    0.47%  1.10791s     40128  27.609us  13.760us  1.2453ms  cudaMemsetAsync
                    0.47%  1.09523s     70021  15.641us  4.2240us  1.5912ms  cudaDeviceSynchronize
                    0.10%  225.63ms     60026  3.7580us  1.3120us  738.05us  cudaGetDevice
                    0.08%  179.28ms     10001  17.926us  14.016us  1.6381ms  cudaStreamCreate
                    0.07%  169.62ms     40012  4.2390us  3.0720us  617.57us  cudaStreamCreateWithPriority
                    0.06%  138.75ms     10661  13.014us  6.2720us  617.28us  cudaEventRecord
                    0.04%  96.885ms     50675  1.9110us     416ns  883.62us  cudaGetLastError
                    0.03%  63.467ms     10003  6.3440us  4.1920us  84.128us  cudaHostGetDevicePointer
                    0.02%  47.633ms     30010  1.5870us     416ns  678.24us  cudaGetDeviceCount
                    0.01%  25.996ms     10003  2.5980us  1.8880us  93.984us  cudaDeviceGetStreamPriorityRange
                    0.01%  14.795ms     20008     739ns     416ns  767.62us  cudaRuntimeGetVersion
                    0.01%  13.949ms       329  42.398us  15.104us  259.10us  cudaStreamAddCallback
                    0.00%  6.6614ms     10004     665ns     448ns  30.048us  cudaDriverGetVersion
                    0.00%  3.6987ms       329  11.242us  4.5120us  76.672us  cudaEventElapsedTime
                    0.00%  1.6412ms        42  39.075us  32.960us  53.888us  cudaCreateTextureObject
                    0.00%  839.23us        42  19.981us  10.080us  64.032us  cudaDestroyTextureObject
                    0.00%  713.25us       568  1.2550us     448ns  59.136us  cuDeviceGetAttribute
                    0.00%  109.79us         6  18.298us  9.0880us  21.856us  cuDeviceTotalMem
                    0.00%  30.240us        42     720ns     512ns  1.2160us  cudaCreateChannelDesc
                    0.00%  28.320us         5  5.6640us  4.6720us  6.3040us  cuInit
                    0.00%  17.184us         8  2.1480us     960ns  6.9440us  cuDeviceGetCount
                    0.00%  13.344us         5  2.6680us  1.8560us  4.0640us  cuDriverGetVersion
                    0.00%  11.648us         6  1.9410us  1.3120us  2.7520us  cuDeviceGetName
                    0.00%  10.496us         7  1.4990us     864ns  3.5840us  cuDeviceGet
